[00405314],0.005004,0.005004,0.000164,0.000164,chanfilter,,0
[00405325],0.000000,0.011027,0.000000,0.000362,chanfilter,,0
[0040532A],0.005944,0.005944,0.000195,0.000195,chanfilter,,0
[0040533E],0.003138,0.003138,0.000103,0.000103,chanfilter,,0
[00405342],0.057936,0.057936,0.001901,0.001901,chanfilter,,0
[00405345],0.006006,0.006006,0.000197,0.000197,chanfilter,,0
[00405348],0.004975,0.004975,0.000163,0.000163,chanfilter,,0
[0040534E],0.006051,0.006051,0.000199,0.000199,chanfilter,,0
[004054B5],0.005960,0.005960,0.000196,0.000196,chanfilter,,0
[004054BA],0.006038,0.006038,0.000198,0.000198,chanfilter,,0
[004054BF],0.002995,0.002995,0.000098,0.000098,chanfilter,,0
[004054C0],0.003022,0.003022,0.000099,0.000099,chanfilter,,0
[004054C4],0.014136,0.014136,0.000464,0.000464,chanfilter,,0
[004054C5],0.006069,0.006069,0.000199,0.000199,chanfilter,,0
[004054CA],0.007004,0.007004,0.000230,0.000230,chanfilter,,0
[004054D2],0.010082,0.010082,0.000331,0.000331,chanfilter,,0
[004054D5],0.009075,0.009075,0.000298,0.000298,chanfilter,,0
[004054DE],0.013089,0.013089,0.000430,0.000430,chanfilter,,0
[004055D0],0.017962,0.017962,0.000589,0.000589,chanfilter,,0
[004055D1],0.005905,0.005905,0.000194,0.000194,chanfilter,,0
[004055D7],0.009095,0.009095,0.000298,0.000298,chanfilter,,0
[004055DF],0.000000,0.005973,0.000000,0.000196,chanfilter,,0
[004055E1],0.002993,0.002993,0.000098,0.000098,chanfilter,,0
[004055E4],0.006052,0.006052,0.000199,0.000199,chanfilter,,0
[004055EB],0.005076,0.014161,0.000167,0.000465,chanfilter,,0
[004055F2],0.024172,0.024172,0.000793,0.000793,chanfilter,,0
[004055F7],0.012257,0.012257,0.000402,0.000402,chanfilter,,0
[00405671],0.003017,0.003017,0.000099,0.000099,chanfilter,,0
[0040567C],0.005994,0.005994,0.000197,0.000197,chanfilter,,0
[00405686],0.000000,0.032902,0.000000,0.001080,chanfilter,,0
[00405688],0.006014,0.006014,0.000197,0.000197,chanfilter,,0
[0040568B],0.006121,0.006121,0.000201,0.000201,chanfilter,,0
[00405697],0.002963,0.002963,0.000097,0.000097,chanfilter,,0
[004056A7],0.009988,0.009988,0.000328,0.000328,chanfilter,,0
[004056CF],0.002999,0.002999,0.000098,0.000098,chanfilter,,0
[004056E5],0.006156,0.006156,0.000202,0.000202,chanfilter,,0
[004056F0],0.003011,0.003011,0.000099,0.000099,chanfilter,,0
[004056F5],0.003013,0.017031,0.000099,0.000559,chanfilter,,0
[004056FA],0.562023,0.562023,0.018442,0.018442,chanfilter,,0
[004056FB],0.007994,0.007994,0.000262,0.000262,chanfilter,,0
[00405720],0.037246,0.037246,0.001222,0.001222,chanfilter,,0
[00405721],0.009132,0.009132,0.000300,0.000300,chanfilter,,0
[00405726],0.005973,0.005973,0.000196,0.000196,chanfilter,,0
[00405729],0.009085,0.009085,0.000298,0.000298,chanfilter,,0
[0040572D],0.008049,0.008049,0.000264,0.000264,chanfilter,,0
[00405733],0.003007,0.003007,0.000099,0.000099,chanfilter,,0
[0040573C],0.011982,0.011982,0.000393,0.000393,chanfilter,,0
[0040596C],0.023888,0.023888,0.000784,0.000784,chanfilter,,0
[00405A4D],0.003058,0.003058,0.000100,0.000100,chanfilter,,0
[00405A5A],0.002972,0.002972,0.000098,0.000098,chanfilter,,0
[00405A60],0.006042,0.006042,0.000198,0.000198,chanfilter,,0
[00405A6C],0.016991,0.016991,0.000558,0.000558,chanfilter,,0
[00405A6D],0.009036,0.009036,0.000297,0.000297,chanfilter,,0
[00405A80],0.003011,0.003011,0.000099,0.000099,chanfilter,,0
[00405AF8],0.002950,0.002950,0.000097,0.000097,chanfilter,,0
[00405AFB],0.008013,0.008013,0.000263,0.000263,chanfilter,,0
[00405AFE],0.003061,0.003061,0.000100,0.000100,chanfilter,,0
[00405B04],0.003025,0.003025,0.000099,0.000099,chanfilter,,0
[00405B06],0.002978,0.002978,0.000098,0.000098,chanfilter,,0
[00405B0E],0.002980,0.002980,0.000098,0.000098,chanfilter,,0
[00405D7C],0.017012,0.017012,0.000558,0.000558,chanfilter,,0
[00405D7D],0.003057,0.003057,0.000100,0.000100,chanfilter,,0
[00405E34],0.030698,0.030698,0.001007,0.001007,chanfilter,,0
[00405E35],0.009088,0.009088,0.000298,0.000298,chanfilter,,0
[00405E40],0.006036,0.006036,0.000198,0.000198,chanfilter,,0
[00405E41],0.003051,0.003051,0.000100,0.000100,chanfilter,,0
[004061AC],0.071377,0.071377,0.002342,0.002342,chanfilter,,0
[004061AD],0.003057,0.003057,0.000100,0.000100,chanfilter,,0
[004061BD],0.012818,0.019811,0.000421,0.000650,chanfilter,,0
[004061C4],0.005062,0.005062,0.000166,0.000166,chanfilter,,0
[004061C7],0.004903,0.004903,0.000161,0.000161,chanfilter,,0
[004061CF],0.000000,0.146222,0.000000,0.004798,chanfilter,,0
[004061D2],0.006095,0.006095,0.000200,0.000200,chanfilter,,0
[004065AC],0.097564,0.097564,0.003201,0.003201,chanfilter,,0
[004065AD],0.003041,0.003041,0.000100,0.000100,chanfilter,,0
[004065AF],0.003054,0.003054,0.000100,0.000100,chanfilter,,0
[004065B8],0.005965,0.005965,0.000196,0.000196,chanfilter,,0
[004065BB],0.012176,0.012176,0.000400,0.000400,chanfilter,,0
[004065BE],0.009113,0.009113,0.000299,0.000299,chanfilter,,0
[004065C1],0.002971,0.002971,0.000097,0.000097,chanfilter,,0
[004065D0],0.000000,0.008858,0.000000,0.000291,chanfilter,,0
[004065D5],0.002971,0.002971,0.000097,0.000097,chanfilter,,0
[004065D8],0.005950,0.005950,0.000195,0.000195,chanfilter,,0
[004065E3],0.002957,0.002957,0.000097,0.000097,chanfilter,,0
[004065EB],0.003950,0.185276,0.000130,0.006080,chanfilter,,0
